 	Area	XM	YM	Slice
986	593	763.532	271.196	111
987	288	870.458	292.260	111
988	297	451.002	23.268	112
989	220	597.009	26.036	112
990	584	231.045	84.625	112
991	411	130.459	90.164	112
992	377	21.922	233.184	112
993	557	723.538	266.496	112
994	525	528.165	270.900	112
995	596	763.554	271.569	112
996	284	869.243	291.817	112
997	301	450.603	23.154	113
998	230	597.178	26.174	113
999	586	230.753	82.493	113
1000	403	130.205	90.277	113
1001	389	22.713	233.834	113
1002	559	723.482	266.464	113
1003	505	527.817	270.666	113
1004	596	763.857	271.604	113
1005	280	869.082	291.954	113
1006	291	450.624	23.641	114
1007	239	596.680	26.554	114
1008	583	230.895	82.092	114
1009	397	130.565	90.304	114
1010	431	22.465	233.753	114
1011	553	726.442	267.713	114
1012	539	527.788	270.929	114
1013	597	763.250	271.512	114
1014	298	869.010	292.091	114
1015	299	450.791	23.012	115
1016	231	597.292	26.145	115
1017	565	230.666	82.362	115
1018	386	130.541	90.044	115
1019	506	21.603	234.030	115
1020	545	726.388	267.687	115
1021	491	528.355	271.070	115
1022	566	763.345	271.714	115
1023	292	869.274	292.158	115
1024	290	451.217	23.172	116
1025	241	597.102	26.537	116
1026	607	233.465	76.505	116
1027	365	129.785	89.949	116
1028	460	22.104	233.500	116
1029	547	726.540	267.652	116
1030	528	527.848	270.790	116
1031	615	763.181	271.401	116
1032	280	869.293	291.650	116
1033	267	451.324	23.766	117
1034	220	597.055	26.041	117
1035	589	233.400	76.848	117
1036	433	130.234	90.135	117
1037	366	22.626	234.276	117
1038	544	726.722	267.704	117
1039	502	527.902	270.645	117
1040	616	763.740	271.766	117
1041	272	869.474	291.761	117
1042	279	451.303	23.758	118
1043	216	597.440	25.588	118
1044	591	233.339	77.045	118
1045	420	130.493	90.229	118
1046	406	22.116	234.478	118
1047	549	726.363	267.578	118
1048	509	528.097	270.915	118
1049	581	763.491	271.297	118
1050	314	869.169	291.959	118
1051	280	451.154	23.500	119
1052	223	597.182	26.061	119
1053	588	233.048	76.990	119
1054	432	130.329	90.102	119
1055	444	22.403	234.077	119
1056	543	725.890	267.763	119
1057	522	528.220	270.609	119
1058	599	763.478	271.772	119
1059	279	869.636	292.020	119
